pokemonId,latitude,longitude
109,48.582312,7.737465
124,48.747025,2.401943
16,48.746404,2.405395
102,48.746632,2.405764
21,48.603733,7.74314
120,48.584972,7.742368
16,48.747237,2.4031
41,48.742079,2.405729
98,48.742908,2.399843
98,48.58275,7.739138
118,48.746411,2.401278
48,48.745392,2.420029
133,48.74338,2.403562
16,48.747394,2.403113
19,48.746858,2.406222
74,48.743805,2.402021
127,48.742999,2.418072
133,48.742188,2.408016
16,48.744191,2.406083
120,48.744428,2.402249
21,48.748837,2.405426
21,48.744131,2.401435
118,48.745132,2.402396
44,48.744977,2.402295
120,48.745741,2.407091
19,48.744918,2.401327
120,48.745272,2.418266
16,48.742562,2.405157
19,48.745487,2.404178
16,48.746408,2.40522
17,48.743324,2.402506
133,48.742795,2.405264
43,48.742988,2.403528
13,48.743225,2.403461
19,48.744569,2.406816
20,48.744341,2.406446
16,47.369792,0.711642
19,48.744476,2.403742
16,47.369352,0.708573
19,47.369187,0.71042
23,47.401422,0.668453
133,47.401024,0.671101
54,47.397222,0.666906
21,47.36834,0.711445
16,47.915084,1.959474
21,47.915239,1.959485
60,47.402034,0.668548
19,42.003702,2.283085
29,47.368405,0.713298
21,42.004638,2.2827
19,42.005428,2.289704
129,47.397591,0.669169
16,42.005344,2.290012
21,47.398749,0.667425
19,42.048405,2.263232
16,47.916275,1.962172
16,42.007677,2.289396
41,47.369425,0.709057
69,42.046478,2.262924
21,47.368251,0.713375
16,42.000205,2.28778
19,42.007491,2.287087
39,45.521963,9.58853
16,42.000638,2.293245
133,42.047109,2.262308
16,47.914524,1.960617
10,45.518538,9.595641
16,45.519793,9.590461
16,47.913134,1.960521
19,42.000879,2.292784
19,42.000288,2.291398
84,41.928521,2.252078
21,47.913208,1.960695
42,42.008204,2.28624
23,41.927575,2.252924
16,41.928579,2.253078
48,42.047317,2.263539
19,47.369945,0.711566
46,42.005726,2.290243
19,47.36987,0.711403
109,41.932654,2.254693
21,47.39975,0.666482
23,42.000954,2.292938
7,41.928454,2.251539
21,41.999214,2.290936
16,42.006484,2.287164
54,47.368336,0.712089
60,41.930373,2.252462
129,45.526579,9.592847
127,41.929783,2.250924
16,41.932534,2.244925
16,42.003874,2.282238
39,45.521238,9.59095
116,41.93294,2.244002
13,45.521136,9.591282
118,45.522178,9.591267
13,45.526222,9.593553
48,41.934972,2.251001
54,45.521135,9.595692
133,42.00373,2.289473
13,45.524706,9.590376
102,41.930621,2.251693
13,45.525872,9.59417
19,41.932881,2.247002
16,47.91407,1.964552
118,48.742896,2.407988
111,48.744764,2.401226
54,45.521439,9.595611
35,42.050702,2.256462
19,47.369413,0.711069
116,41.928057,2.252078
19,42.00831,2.284778
16,47.37131,0.713532
129,45.519634,9.596746
19,41.931407,2.255077
16,42.005746,2.281468
10,45.521334,9.592452
19,41.931464,2.248155
60,45.526336,9.593959
13,42.005656,2.28601
54,45.524282,9.593632
109,48.744527,2.401294
16,48.743563,2.402351
16,42.002581,2.285009
10,42.003865,2.2827
92,48.74811,2.402648
16,42.005844,2.284316
120,45.52653,9.594301
16,42.008306,2.285009
39,48.742332,2.404874
13,42.050944,2.255924
16,42.002991,2.279929
54,45.523947,9.592325
16,45.520207,9.596114
41,41.932787,2.251847
1,45.526294,9.593578
19,42.003823,2.288704
60,41.930695,2.251847
41,42.045486,2.270156
98,45.524714,9.590287
17,41.932429,2.250309
19,45.517991,9.596834
19,42.009792,2.284162
98,47.915261,1.962693
41,48.744827,2.409466
16,42.004789,2.282931
19,41.930709,2.255077
19,42.002479,2.290166
54,41.998636,2.288858
16,42.002317,2.2944
41,48.742407,2.405056
29,48.743335,2.401981
42,42.002094,2.293938
16,42.045613,2.263693
48,41.932965,2.254616
129,45.519638,9.597575
129,45.519866,9.598387
19,42.001885,2.292784
46,42.003923,2.287549
19,41.933027,2.255385
60,47.916815,1.962294
21,42.007709,2.28778
133,48.743065,2.403622
21,41.932439,2.25377
129,45.521087,9.598892
98,45.52588,9.594081
118,41.933183,2.251385
118,41.930519,2.252924
98,45.522293,9.593419
129,45.52029,9.595131
133,41.933107,2.251309
16,45.51875,9.594886
129,45.525225,9.593032
13,42.002842,2.283547
54,45.521122,9.599363
41,42.045793,2.270233
129,45.525811,9.593138
19,42.007459,2.288704
20,42.009122,2.282854
13,45.522925,9.594736
19,45.518015,9.592157
19,45.51882,9.591418
41,45.519355,9.595642
129,45.526221,9.597964
120,45.521902,9.593655
129,41.998034,2.288011
16,42.007318,2.288011
127,45.518698,9.591102
69,41.932902,2.253847
42,42.050704,2.256385
118,41.999153,2.290089
13,42.00639,2.288011
60,45.521265,9.59151
16,41.93062,2.255693
60,41.933391,2.244694
48,45.523753,9.59814
13,48.746927,2.402898
10,41.930257,2.250462
16,41.933969,2.246848
10,42.046013,2.270849
133,41.933812,2.246925
14,45.520912,9.591298
10,41.930399,2.251155
129,41.930635,2.254924
17,42.007813,2.282546
63,42.007712,2.287626
19,42.004475,2.279237
147,45.526491,9.593001
48,48.747219,2.403974
23,42.00343,2.277313
92,48.746191,2.400558
7,41.930485,2.250693
54,45.519698,9.59686
19,42.008312,2.284701
73,45.521279,9.595741
19,42.000029,2.288858
19,48.743747,2.404819
16,42.004241,2.279313
17,42.000691,2.294477
79,45.518942,9.591735
17,48.741613,2.405514
21,42.008291,2.285779
41,48.743251,2.402237
16,42.003719,2.286164
79,45.521302,9.595473
16,42.008353,2.286548
92,48.743831,2.404563
19,42.00575,2.281238
32,48.742886,2.400892
16,42.008602,2.281776
21,41.930861,2.255231
19,42.003744,2.288781
16,42.008339,2.283316
133,42.042168,2.273773
116,41.930524,2.252693
17,42.003821,2.288781
19,42.002997,2.283547
147,45.521287,9.595652
98,48.742799,2.405089
129,41.998711,2.289012
19,42.008433,2.286394
16,42.006826,2.289396
129,45.521321,9.596123
19,42.008749,2.282161
41,42.04549,2.262078
16,42.002173,2.293861
19,42.004233,2.283623
13,42.000702,2.293938
54,41.998847,2.289935
23,45.525588,9.594901
54,45.521511,9.595636
16,45.519611,9.590859
17,42.00274,2.277005
19,42.004362,2.284932
16,42.042468,2.274234
16,42.046991,2.264386
114,45.521649,9.591364
19,42.007581,2.282546
41,48.742376,2.399009
54,45.522259,9.592948
16,42.005915,2.28855
19,42.04193,2.27408
19,45.518405,9.596331
120,48.747025,2.401943
19,45.518318,9.596485
16,42.008113,2.283008
48,42.003211,2.28447
16,42.045648,2.261924
16,42.006696,2.288165
16,42.004105,2.27839
16,42.008588,2.286394
19,42.004355,2.281391
19,48.746404,2.405395
54,45.521219,9.596456
114,45.520106,9.592037
16,48.746632,2.405764
133,42.003822,2.284855
16,42.003782,2.279083
16,45.519591,9.596365
129,41.998482,2.288858
10,45.521658,9.593021
16,48.747237,2.4031
19,45.520849,9.594677
2,45.52284,9.592226
10,42.007088,2.284008
16,48.742079,2.405729
41,48.742908,2.399843
42,42.008091,2.288011
69,45.526458,9.594276
129,45.523551,9.591731
98,45.525629,9.593536
99,48.746411,2.401278
13,45.521496,9.595814
98,45.523422,9.59766
54,45.519626,9.596836
32,48.74338,2.403562
129,45.520363,9.595155
19,48.746858,2.406222
13,42.007499,2.286702
10,42.0073,2.288935
16,42.007611,2.288858
29,48.743805,2.402021
127,45.526074,9.594422
118,45.521673,9.592842
121,45.523069,9.593038
127,45.521688,9.592664
16,47.918114,1.981206
19,47.918266,1.981386
116,45.523156,9.592884
37,42.004506,2.285471
19,47.916482,1.981684
19,42.003706,2.286779
72,45.525204,9.595047
19,45.524473,9.594892
10,45.520322,9.59652
116,45.521079,9.591079
10,47.352519,8.524615
16,45.522475,9.597432
16,47.353825,8.526717
32,45.523016,9.593664
92,45.526241,9.594203
16,42.008286,2.28601
11,45.522456,9.598528
85,45.520887,9.59423
19,42.007199,2.282315
79,41.998331,2.288627
120,45.521071,9.591169
20,45.519918,9.596016
35,43.87837,8.018608
16,47.915585,1.961872
13,47.916275,1.962172
72,47.353374,8.526581
19,42.008682,2.281622
16,47.916198,1.962167
21,42.009083,2.288704
84,45.580606,9.290924
10,47.353867,8.52616
13,47.354025,8.526113
21,45.581505,9.289937
16,45.52199,9.595246
16,43.87908,8.018012
19,45.520656,9.596082
118,42.006871,2.287164
13,42.00858,2.286779
129,45.520978,9.594904
19,42.005844,2.288242
16,45.520599,9.595878
74,45.521235,9.591867
129,45.521359,9.595676
19,47.915183,1.962772
22,48.742988,2.403528
127,45.579817,9.289659
13,48.743225,2.403461
16,48.747501,2.405488
122,47.914961,1.962166
60,45.523252,9.594387
13,47.915673,1.983822
19,48.746796,2.405428
98,48.743934,2.407113
60,45.521251,9.593435
13,45.521085,9.5954
19,45.522094,9.59666
54,45.523413,9.596003
98,46.035998,8.96752
120,45.523773,9.594379
13,48.744702,2.400432
17,47.219249,5.951872
13,47.216668,5.952949
43,48.74359,2.404806
19,47.918591,1.98048
35,48.74322,2.399957
72,48.746411,2.405045
42,46.033054,8.961064
1,45.52264,9.59372
10,47.216924,5.949499
133,48.744791,2.407448
19,48.744569,2.406816
13,47.215448,5.94991
13,47.918342,1.981475
19,47.918442,1.980132
52,47.216085,5.952378
41,48.743422,2.405317
16,47.218041,5.950092
13,45.522328,9.59389
79,45.521138,9.594775
43,46.032998,8.964638
116,48.744543,2.400507
21,47.217985,5.951159
92,47.215244,5.949418
13,48.744341,2.406446
19,48.744476,2.403742
48,48.746564,2.405233
19,47.91468,1.978604
13,46.035485,8.967358
13,45.521644,9.594946
46,48.746648,2.404977
21,48.745345,2.407232
16,47.918633,1.982509
13,48.742236,2.405742
12,48.74688,2.405172
60,48.744769,2.400964
120,48.74345,2.404005
13,47.216164,5.950868
13,45.523265,9.596872
41,48.742425,2.404181
92,48.743294,2.400138
13,47.918521,1.980053
92,50.71372,-1.986201
48,48.741519,2.402441
13,50.749516,-1.957333
16,48.742883,2.404833
13,48.74758,2.401727
133,50.74611,-1.952266
41,50.749379,-1.955837
13,50.713706,-1.987036
21,46.034379,8.96139
48,47.91909,1.978404
116,50.712052,-1.988868
48,47.215529,5.949837
10,50.748422,-1.94992
19,48.748139,2.405016
16,50.749608,-1.956689
69,48.743827,2.408505
120,48.741846,2.405622
48,47.215325,5.949345
41,48.744044,2.405633
16,48.745347,2.407145
116,48.742263,2.404431
19,48.749384,2.405559
133,48.745383,2.405396
19,48.745458,2.405577
13,47.913722,1.966806
66,48.743449,2.400239
13,47.911887,1.970139
16,50.749819,-1.958654
41,48.744124,2.401785
92,48.742896,2.407988
13,47.915257,1.967503
21,50.712676,-1.985571
10,47.217076,5.953933
21,48.744,2.407731
13,50.748419,-1.950105
19,47.916418,1.98092
27,50.713625,-1.98703
133,48.742876,2.405183
74,50.712463,-1.988526
13,47.216839,5.949661
7,47.912275,1.970082
81,50.712792,-1.988271
133,48.742575,2.404545
69,48.746094,2.401426
54,50.746269,-1.952463
13,41.672949,2.790002
133,50.749114,-1.957119
21,41.670511,2.784633
54,50.711932,-1.986353
13,50.749775,-1.956422
21,41.669494,2.788057
16,48.747002,2.406847
19,47.918855,1.983115
16,47.913658,1.966042
13,47.909287,1.972997
60,47.9035,1.963317
118,47.903466,1.965339
19,47.913828,1.969683
13,50.75082,-1.957052
39,50.749373,-1.956208
129,45.522877,9.596189
100,50.712531,-1.989273
16,41.672864,2.790313
19,45.523277,9.597611
10,48.746406,2.405307
13,47.918267,1.981301
19,50.749679,-1.957344
96,47.913377,1.973449
19,47.906289,1.963003
41,48.743603,2.404194
102,48.744405,2.403386
19,47.915414,1.967345
19,47.918661,1.980907
116,50.71222,-1.988509
52,41.671689,2.790625
13,47.9122,1.969908
13,47.909211,1.972908
23,41.664209,2.784555
29,41.672838,2.784944
13,41.672834,2.7851
96,50.749299,-1.955739
96,47.918594,1.980311
13,41.671573,2.788991
41,41.67236,2.785411
16,47.907973,1.963963
35,41.66804,2.787045
122,47.910538,1.972156
16,47.917839,1.979245
60,41.66513,2.7851
19,47.912092,1.9672
13,50.746512,-1.95248
7,47.906041,1.963914
16,47.911459,1.972557
16,41.673416,2.790002
16,41.668268,2.787279
133,48.744346,2.406184
8,50.747692,-1.949869
48,47.911954,1.970735
69,48.744764,2.401226
98,48.742879,2.405008
133,47.915686,1.983064
116,41.672476,2.790236
23,45.518538,9.595641
41,48.743032,2.405196
127,45.521963,9.58853
124,41.670913,2.784089
13,47.909359,1.97334
32,48.746874,2.401667
104,41.665891,2.7858
32,41.666741,2.786034
16,46.038048,8.965312
54,45.524282,9.593632
41,48.747208,2.400732
10,41.673286,2.785723
10,48.744527,2.401294
13,47.913149,1.968707
92,46.037989,8.965109
21,48.743563,2.402351
74,48.74811,2.402648
16,41.67025,2.788991
16,41.667121,2.786423
19,47.91339,1.972691
16,48.742332,2.404874
129,45.523947,9.592325
116,41.66651,2.785956
16,45.520207,9.596114
7,45.524714,9.590287
16,47.905096,1.942174
46,48.744827,2.409466
13,47.918857,1.978472
98,41.671142,2.790703
92,48.742407,2.405056
96,48.743335,2.401981
13,46.036062,8.966711
41,41.673073,2.784867
19,47.905174,1.942095
129,41.670909,2.790703
41,48.743065,2.403622
13,46.034084,8.968942
48,46.032832,8.960073
41,47.910589,1.969206
1,41.673769,2.78829
54,47.903462,1.965592
16,47.916482,1.981684
41,45.522293,9.593419
16,46.036071,8.967543
10,48.748664,2.402432
10,41.665895,2.785645
35,41.669342,2.787901
90,46.03502,8.9685
129,45.52029,9.595131
10,47.918193,1.981127
16,47.905067,1.939306
19,45.51875,9.594886
129,45.525225,9.593032
92,41.67018,2.788679
102,45.522925,9.594736
13,47.918671,1.980316
16,47.905822,1.96314
120,47.903674,1.962232
16,45.518015,9.592157
48,45.51882,9.591418
29,41.670008,2.786112
19,45.519355,9.595642
98,45.521902,9.593655
133,45.518698,9.591102
98,45.521265,9.59151
10,48.746927,2.402898
60,45.520912,9.591298
16,46.031481,8.963883
16,48.747219,2.403974
60,48.746191,2.400558
72,45.521279,9.595741
16,48.743747,2.404819
16,46.034859,8.968634
129,45.518942,9.591735
35,48.743251,2.402237
129,45.521302,9.595473
19,48.743831,2.404563
98,48.742886,2.400892
47,46.030683,8.963539
129,45.521287,9.595652
96,47.906366,1.963008
16,48.742799,2.405089
16,46.036104,8.966172
16,47.905482,1.942201
79,45.521321,9.596123
16,46.005006,8.954241
80,45.521511,9.595636
48,45.519611,9.590859
116,41.664978,2.784944
41,46.037902,8.965265
19,47.905216,1.939653
10,46.034748,8.962427
7,45.521649,9.591364
127,45.522259,9.592948
120,48.747025,2.401943
133,46.035195,8.968187
16,48.746404,2.405395
54,45.521219,9.596456
16,48.746632,2.405764
13,45.520106,9.592037
133,46.037923,8.964996
16,45.519591,9.596365
19,45.521658,9.593021
19,48.747237,2.4031
43,45.520849,9.594677
92,45.52284,9.592226
7,41.664287,2.784555
54,45.523551,9.591731
10,48.746411,2.401278
118,41.664289,2.784478
77,45.521496,9.595814
16,48.74338,2.403562
102,48.747394,2.403113
119,45.520363,9.595155
48,48.746858,2.406222
98,45.521673,9.592842
7,45.521688,9.592664
19,48.744191,2.406083
120,41.665206,2.785178
98,45.520887,9.59423
16,41.661313,2.781988
16,48.745487,2.404178
16,48.746408,2.40522
147,45.520978,9.594904
13,45.521235,9.591867
10,41.665819,2.785567
16,48.742795,2.405264
15,50.00239,9.067489
48,50.002327,9.06726
86,50.002058,9.068628
118,41.665973,2.785645
120,45.521251,9.593435
13,50.001609,9.068171
21,48.74359,2.404806
16,48.743422,2.405317
46,48.744476,2.403742
19,49.989528,8.676636
16,48.74345,2.404005
54,49.988953,8.676767
13,46.544505,6.659637
13,49.986853,8.675703
147,49.989119,8.676715
16,46.544225,6.660554
13,47.21677,5.94803
16,48.744044,2.405633
16,48.745383,2.405396
16,48.745458,2.405577
16,47.216429,5.94724
10,47.216222,5.948275
98,49.58634,-1.264128
17,47.21599,5.948316
21,43.593129,1.427954
29,46.544438,6.660782
96,47.215823,5.947114
111,43.594577,1.426218
10,48.744405,2.403386
16,47.902634,1.932312
81,49.585942,-1.26411
100,49.586155,-1.266495
32,43.593846,1.430672
19,47.21695,5.947529
16,47.215862,5.94784
92,47.90298,1.934696
16,47.216282,5.94712
19,47.904113,1.93629
49,47.215938,5.947856
16,47.902215,1.934222
10,47.903577,1.936001
92,48.743747,2.404819
16,48.743831,2.404563
21,47.902711,1.932317
97,47.903064,1.93428
13,47.216245,5.947831
13,49.993212,8.661998
21,49.989123,8.675582
16,50.002042,9.068831
11,48.74338,2.403562
10,45.982224,8.951198
16,48.744191,2.406083
21,49.989247,8.675002
19,47.90497,2.021323
10,49.989156,8.676211
13,47.904785,2.018692
16,47.902058,1.93438
16,47.902062,1.934128
16,47.903062,1.934448
19,47.902204,1.934896
19,48.843514,2.333271
16,47.781804,2.017736
54,47.219249,5.951872
133,48.742562,2.405157
16,48.742757,2.4071
96,49.991809,8.662389
88,48.843057,2.336393
133,48.742657,2.408143
129,47.902501,1.940227
19,45.405495,2.064948
19,45.154752,1.536837
19,48.745487,2.404178
19,48.746408,2.40522
43,48.743324,2.402506
13,47.40034,0.67028
96,49.989036,8.675658
96,45.403312,2.067746
32,47.402578,0.667192
19,47.216313,5.952426
46,47.401883,0.668223
16,47.215083,5.945163
96,47.214422,5.946103
120,47.403028,0.668652
120,47.403948,0.668513
19,45.157911,1.535712
14,48.844454,2.333436
60,48.857309,2.296403
16,45.158456,1.538711
41,48.746577,2.400854
13,47.21677,5.94803
10,47.399842,0.663828
32,48.853928,2.300253
46,48.742963,2.400986
13,48.742795,2.405264
41,45.158704,1.536592
17,48.742988,2.403528
60,47.406246,0.668083
13,47.215043,5.9474
29,45.981984,8.951398
43,48.742697,2.406219
13,47.215143,5.944008
48,47.213622,5.949707
16,48.747501,2.405488
29,48.743225,2.403461
69,48.74012,2.401797
19,45.156226,1.535926
52,47.213557,5.946551
96,47.215434,5.945775
14,48.855703,2.298028
13,48.741695,2.405346
41,50.00239,9.067489
92,47.216063,5.942494
16,50.002327,9.06726
16,45.15777,1.535323
16,47.915585,1.961872
19,47.914961,1.962166
19,47.216945,5.947618
69,48.743051,2.408089
13,47.216805,5.948846
1,47.403822,0.66376
19,48.748032,2.406409
43,48.74104,2.399072
13,47.218973,5.95424
60,48.855876,2.297252
120,41.665973,2.785645
14,47.405715,0.667346
13,50.879906,-1.032374
118,47.406174,0.667437
13,47.214968,5.944421
13,45.403605,2.067845
133,48.746796,2.405428
16,45.155072,1.534798
35,48.743934,2.407113
16,47.216607,5.949703
